,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,cluster
10952,10953,340000,2,1,1,41,0,0,0,0,0,0,325371,326867,322454,275928,264601,265494,25034,11000,10000,10000,10000,10000,0,3.0
10958,10959,320000,2,1,2,27,2,0,0,0,0,2,253197,258621,262825,268326,284625,290787,11000,10000,9876,20900,11000,0,1,3.0
10960,10961,620000,2,1,2,31,0,0,0,0,0,0,569023,562316,475333,473182,481896,513798,23009,20004,20008,14000,35804,250005,0,3.0
10994,10995,230000,2,1,2,32,1,2,2,2,0,0,205498,210424,212979,207759,212014,225246,10000,7598,0,8000,17000,0,1,3.0
10997,10998,500000,2,1,1,49,0,0,0,0,0,0,435737,421983,414453,422168,423674,413326,20157,13670,13596,14454,33720,12284,0,3.0
11007,11008,500000,1,1,2,32,0,0,0,0,0,0,208603,211340,166739,166464,168722,170299,8444,8009,5301,5220,5419,5313,0,3.0
11078,11079,470000,1,3,2,37,2,0,0,0,0,0,499024,494290,470617,398523,389927,381295,20600,19000,14000,13600,13600,13500,1,3.0
11090,11091,340000,2,2,2,28,0,0,0,0,0,0,329096,259604,231178,201471,181740,140088,10025,7007,7865,5795,5000,4000,0,3.0
11103,11104,240000,2,3,2,33,0,0,0,0,0,0,221960,223205,226399,203561,205730,199631,9500,10000,7100,7500,7990,7000,0,3.0
11236,11237,400000,1,3,1,51,0,0,0,0,0,0,373702,343591,352484,338823,283288,185288,13000,15000,14000,11500,8000,7000,0,3.0
11245,11246,500000,1,1,1,40,2,2,2,0,0,2,267116,271396,265433,270868,285667,290318,10100,0,9932,19502,9600,10031,1,3.0
11281,11282,300000,1,1,2,29,0,0,0,0,0,0,298072,305851,245210,204845,190840,165498,13636,10633,7016,10058,7125,5035,0,3.0
11330,11331,300000,1,2,2,31,0,0,0,0,0,0,285038,291480,298378,131103,128742,124882,12507,15056,5027,5007,5063,3039,0,3.0
11374,11375,290000,1,1,2,43,0,0,0,0,0,0,197175,210932,217394,221950,228203,233974,17000,10000,10000,10000,10000,5000,0,3.0
11407,11408,260000,2,3,1,52,0,0,0,0,0,0,207627,212821,214885,219204,223899,228279,8535,6430,6495,6849,6799,32430,0,3.0
11440,11441,230000,2,2,2,29,2,2,2,0,0,0,232044,236365,229553,190525,192974,186407,9500,0,6829,7300,7000,7000,1,3.0
11497,11498,250000,1,1,1,42,1,1,1,1,2,2,352016,341600,321232,307354,285901,272322,15210,8273,8100,100,8942,254000,1,3.0
11507,11508,500000,2,2,1,34,1,2,0,0,0,0,523618,483244,459273,386722,366421,241182,0,16004,15004,15004,9814,31004,0,3.0
11543,11544,260000,1,1,1,36,0,0,0,0,0,0,239206,212271,191813,193555,197090,200841,9029,9000,7100,7509,8000,6888,1,3.0
11557,11558,480000,2,1,2,33,0,0,0,0,-1,0,621749,550102,475386,384078,397682,399659,22024,21008,17134,400046,17003,4436,0,3.0
11568,11569,430000,1,2,1,46,0,0,-1,0,0,0,52930,960,354716,361373,368484,365148,510,358689,15066,14126,13065,12908,1,3.0
11587,11588,420000,2,3,1,36,-2,-2,-1,0,0,0,0,0,277510,279493,285447,291183,0,277510,10000,10000,10000,10500,0,3.0
11611,11612,240000,2,2,2,35,0,0,0,0,0,0,227457,232729,223431,226361,223508,238587,9000,10000,8000,9000,19000,9000,0,3.0
11634,11635,290000,1,1,2,35,0,0,0,0,0,0,247280,250007,261236,223092,185522,170190,30000,29000,10000,8000,30000,48000,0,3.0
11685,11686,330000,2,2,2,27,0,0,0,0,0,0,237515,230471,233421,201240,186444,158521,11012,11012,6548,6497,6037,5141,0,3.0
11721,11722,500000,2,1,1,48,-1,0,0,0,0,0,273430,268256,262467,254307,249106,242741,9704,10851,9005,9074,8501,8985,0,3.0
11736,11737,260000,2,1,2,28,0,0,0,0,0,0,187068,193245,204730,246985,240543,227725,10360,60000,100008,10000,11700,5000,1,3.0
11823,11824,460000,1,1,2,28,0,0,0,0,0,0,460609,427584,373370,285926,264644,247298,18138,15481,10000,9072,8945,8567,0,3.0
11841,11842,370000,2,2,1,45,0,0,0,0,2,2,162526,168389,338660,221808,222304,217704,10000,10000,114000,10000,0,9000,0,3.0
11847,11848,470000,2,2,1,35,0,0,0,0,0,0,218675,225519,230011,234639,239502,244328,8717,8000,6671,6882,6960,8751,0,3.0
11855,11856,420000,1,3,1,45,2,0,0,0,0,0,520453,520643,517746,428655,352793,350036,18500,20000,16000,11717,12000,12000,0,3.0
11867,11868,420000,1,1,1,46,2,2,0,0,0,0,436968,428712,425345,354852,353113,353720,0,16100,13000,14064,111170,11300,0,3.0
11912,11913,480000,1,3,1,46,0,0,0,0,0,2,277803,287770,296399,314867,331653,324093,16000,15000,25000,22000,5000,10000,0,3.0
11915,11916,500000,2,2,2,48,0,0,0,0,0,0,185627,182655,180782,194893,93416,94255,8000,9387,20000,3525,3338,3450,0,3.0
11966,11967,610000,1,1,2,35,0,0,0,0,0,0,269672,274882,276887,260761,266747,271886,10000,11000,10000,11000,10000,10000,0,3.0
11977,11978,280000,2,2,2,30,2,2,2,2,2,0,254307,257669,226452,215692,194206,185854,9100,5509,7604,0,9200,6400,0,3.0
12085,12086,420000,1,2,1,34,0,0,0,0,0,0,226007,226465,205276,206521,209775,194883,10000,9600,6700,7000,7042,7112,1,3.0
12150,12151,390000,2,1,2,29,0,0,0,0,0,0,283965,278793,275339,268728,271979,272076,8724,8445,8103,8324,9198,8365,0,3.0
12216,12217,280000,2,2,1,39,2,3,2,2,2,2,186838,190570,194189,189806,201410,205479,8000,8000,0,14500,7300,7500,1,3.0
12226,12227,480000,2,2,1,35,0,0,0,0,0,0,227221,243942,244961,248394,253596,211055,51000,10000,8000,8200,23000,8000,0,3.0
12240,12241,320000,2,2,1,50,0,0,0,2,0,0,271305,268368,275804,261312,245234,243238,9703,20303,12,8303,10029,8010,0,3.0
12242,12243,250000,2,2,2,35,0,0,0,0,0,0,241711,205944,210513,214696,219218,228900,7481,8000,7682,7979,13350,3000,0,3.0
12307,12308,320000,2,3,2,40,1,2,2,2,2,0,298343,304421,298042,315502,310308,306056,12300,0,24000,0,11000,14000,1,3.0
12328,12329,490000,1,1,1,57,0,0,0,0,0,0,354782,348786,349958,340602,303047,331606,17035,20059,12943,15049,50017,20021,0,3.0
12351,12352,250000,2,1,1,32,0,0,0,0,0,0,255413,253019,240332,244688,240221,224740,10500,12000,10000,10000,9000,9000,0,3.0
12384,12385,330000,2,1,2,27,0,0,0,0,2,2,322464,325625,323182,325197,327750,321936,13248,13120,12833,14344,8567,7060,1,3.0
12415,12416,370000,2,1,1,31,-2,-1,0,0,0,0,0,229818,234379,239082,244124,243986,229818,8409,8500,8800,8800,14100,0,3.0
12441,12442,460000,1,1,2,34,0,0,0,0,0,0,362816,372284,380257,386847,301231,325831,15325,16000,15000,11000,30000,20004,0,3.0
12476,12477,460000,2,2,2,46,0,0,0,0,0,0,305814,315479,328208,320056,326599,337552,15000,20065,12000,12070,17000,12400,0,3.0
12525,12526,327680,1,3,2,42,0,0,0,0,0,0,344011,336175,333048,277250,256365,243600,11219,11461,9100,8345,7783,9200,1,3.0
12541,12542,290000,1,1,1,38,2,2,0,0,0,0,324016,294976,297386,243558,241765,236413,0,12139,80000,10000,8443,10000,1,3.0
12614,12615,530000,2,2,2,39,0,0,0,0,0,0,398763,396324,355438,317549,290182,292602,17016,14102,11100,11005,11102,9060,0,3.0
12635,12636,250000,2,1,1,53,0,0,0,0,0,0,252916,251830,245429,186620,193003,191867,9011,8146,6000,13003,11867,17186,0,3.0
12639,12640,500000,1,1,1,41,0,0,0,0,0,0,505128,500867,489856,356583,289398,274590,19295,18694,12271,9699,9420,8818,0,3.0
12645,12646,230000,2,2,1,27,0,0,0,0,0,0,228863,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471,0,3.0
12647,12648,280000,2,1,1,40,0,0,0,0,0,0,212617,207478,211850,209651,214520,213520,7297,7584,7416,8000,7639,7312,0,3.0
12651,12652,290000,2,2,2,24,0,0,0,0,0,0,230014,219207,215223,216261,217537,216014,8411,8600,7000,7300,7000,6000,0,3.0
12673,12674,430000,2,2,1,42,2,2,2,2,2,2,289358,296219,300873,294527,308523,318274,13000,11000,0,19000,15000,0,1,3.0
12689,12690,250000,1,1,2,42,0,0,0,0,0,0,255473,256003,254970,209124,213392,205180,11300,12177,7200,8000,7700,8003,0,3.0
12709,12710,300000,1,2,2,33,0,0,0,0,0,0,306623,296304,295855,201842,201309,200695,12000,11504,8500,8000,8000,11000,0,3.0
12715,12716,250000,2,2,1,35,1,2,2,2,2,2,196192,191745,205681,200988,217830,223254,0,17000,0,20000,9078,8500,0,3.0
12741,12742,360000,1,3,1,62,0,0,0,0,0,2,234825,242378,235716,171573,95455,91687,15000,12000,10000,10000,0,10000,0,3.0
12751,12752,500000,1,1,2,29,0,0,0,0,0,0,499452,455071,359940,345238,274743,250930,30483,15773,10393,10580,120081,10996,0,3.0
12763,12764,490000,1,1,2,30,0,0,0,0,0,0,250637,254499,254762,253583,232878,236555,11032,10000,10000,9012,10000,10000,0,3.0
12773,12774,300000,1,1,2,34,0,0,0,0,0,0,271928,274915,279570,241030,228125,215438,10230,9483,8172,8081,7707,7981,1,3.0
12814,12815,340000,2,3,2,37,0,0,0,0,0,0,289995,269901,267494,265058,263658,256621,10015,10019,10025,10052,10011,9014,0,3.0
12829,12830,340000,1,2,2,44,0,0,0,0,0,0,327058,335584,330510,272220,269629,266723,16004,312723,9748,9800,9569,12500,1,3.0
12833,12834,290000,2,2,2,29,0,0,0,0,0,0,264929,261675,263204,263612,259786,208000,12324,10508,8530,8777,7421,8002,0,3.0
12865,12866,500000,2,1,1,54,0,0,0,0,0,0,428841,432871,436858,432945,338417,318436,15703,12000,15236,98363,11000,9000,0,3.0
12878,12879,470000,2,1,1,47,0,0,0,0,0,2,447057,450070,451090,442237,450924,428239,17600,17400,15360,31000,0,28900,0,3.0
12901,12902,370000,1,1,2,36,0,0,0,0,0,0,297678,306455,307734,225974,231720,222733,12033,12015,7035,15037,7066,8000,1,3.0
12931,12932,350000,1,2,2,32,0,0,0,0,0,0,228009,220450,190173,192649,197269,201360,9000,8700,7000,7600,7800,8500,0,3.0
12935,12936,200000,2,1,1,35,2,0,0,0,0,0,195441,192803,304997,188504,189527,192851,8597,8583,6880,7235,6839,6600,1,3.0
12936,12937,220000,2,1,1,32,1,2,2,2,2,2,202792,198157,211340,209612,219064,222672,0,16501,3200,13000,7500,0,0,3.0
12966,12967,400000,1,2,1,40,7,6,5,4,3,2,405366,397754,389903,384981,381863,359314,0,0,0,106,2281,42617,1,3.0
12970,12971,280000,2,2,1,44,0,0,0,0,0,0,286706,272243,203744,203520,207878,211812,10480,8041,7200,7500,7093,5702,0,3.0
12984,12985,360000,1,1,1,51,0,0,0,0,0,0,353200,337593,341528,350949,355869,210989,13806,12303,15005,13729,7700,8000,0,3.0
12996,12997,230000,2,2,1,43,2,2,2,0,0,0,222819,232264,227054,196356,199525,201836,14300,158,7100,7400,7500,7820,1,3.0
13053,13054,290000,1,2,1,40,0,0,0,2,0,0,273270,272944,286497,279146,179536,79060,12022,24000,3,10023,10000,5000,0,3.0
13055,13056,230000,1,3,2,29,1,2,2,2,2,2,237332,236068,236702,236309,237399,229421,8000,10000,9000,9000,0,9100,0,3.0
13089,13090,290000,1,2,2,28,0,0,0,0,0,0,240745,216678,205930,209010,213471,217561,9323,9000,8000,8000,7800,8238,0,3.0
13098,13099,460000,1,2,2,30,0,0,0,0,0,0,396155,367501,257836,388058,324478,313547,15299,7524,324097,12039,12006,12272,0,3.0
13128,13129,240000,1,1,1,39,0,0,0,0,0,0,236229,222103,221963,181559,173023,156115,8019,7218,10060,5893,7008,25043,0,3.0
13150,13151,320000,1,1,1,41,0,0,0,0,0,0,321281,324449,254293,206521,202697,203332,27000,17000,7030,7000,10000,30000,0,3.0
13186,13187,750000,2,1,2,28,1,-1,-1,0,0,-1,9500,9655,401003,399493,400993,409483,250000,401003,7990,11000,417990,3080,0,3.0
13217,13218,320000,2,1,1,42,1,2,2,0,0,0,318844,324589,320622,252323,253557,256525,10000,450,7025,7161,8000,6883,0,3.0
13308,13309,360000,2,2,1,40,0,0,0,0,0,0,352583,343476,279728,264189,271688,288740,10461,10212,8000,10000,20000,10000,0,3.0
13328,13329,390000,2,1,2,31,0,0,0,0,0,0,252109,252401,180074,178025,198721,162444,12009,7508,6000,39604,6341,5000,1,3.0
13340,13341,350000,1,2,1,47,1,2,2,2,2,0,301553,287780,295141,291422,279294,276594,0,21300,10000,0,9500,9500,1,3.0
13380,13381,400000,2,2,2,35,0,0,0,0,0,0,109943,222085,223350,213831,210563,211925,120018,10071,8037,8018,8809,5022,1,3.0
13387,13388,280000,1,3,1,37,0,0,0,0,0,0,271276,275970,280276,188923,192333,195774,16991,10447,6006,6006,6147,5001,1,3.0
13436,13437,260000,1,2,2,30,0,0,0,0,0,0,434442,443629,452727,48238,19335,7093,10000,10031,2141,3074,3000,3000,0,3.0
13442,13443,610000,2,1,2,35,0,0,0,0,0,0,389335,388150,392776,399343,402432,409912,14117,14100,14144,17100,17500,3600,0,3.0
13444,13445,320000,1,1,1,48,2,2,2,2,2,2,201932,215392,218370,220977,225021,221730,18300,8000,7700,7700,0,7900,1,3.0
13495,13496,420000,1,2,2,39,0,0,0,0,0,0,204984,209929,190689,173547,176980,180109,8006,7000,6000,6500,6500,10000,0,3.0
13510,13511,500000,1,1,2,42,2,0,0,0,0,0,419352,428101,436809,443840,452841,468305,17008,17326,16101,16634,23501,20623,1,3.0
13513,13514,240000,2,3,2,36,0,0,0,0,0,0,236267,239009,193335,194976,197168,196918,9000,7500,7000,6622,17150,20000,1,3.0
13561,13562,320000,1,1,1,46,2,4,3,2,2,2,339202,337495,325700,313988,327542,317129,5000,0,0,23800,0,12165,1,3.0
13604,13605,440000,1,1,2,52,2,0,0,0,0,0,424606,418158,410821,403658,412248,456264,15010,14660,14500,15089,51000,27000,1,3.0
13613,13614,340000,1,1,2,25,-1,0,0,0,0,0,239715,421651,203784,181490,154478,135259,10469,6618,5168,5014,5398,2738,1,3.0
13638,13639,240000,2,1,2,29,0,0,0,0,0,0,191059,197548,203823,216971,223048,228755,10000,10000,17000,10000,10000,8000,0,3.0
13675,13676,240000,2,1,2,42,0,0,0,0,0,0,238107,242159,225695,210199,208307,203779,12067,10009,10000,10000,10000,30296,0,3.0
13693,13694,270000,1,2,2,44,0,0,0,0,0,0,274610,274870,258759,225454,225032,225698,10556,10050,8370,8510,8250,10671,0,3.0
13708,13709,470000,1,2,1,45,0,0,0,0,0,0,293261,279104,220728,198425,182826,130586,18000,10018,10000,10000,4771,6000,0,3.0
13725,13726,300000,1,2,2,28,0,0,0,0,0,0,293498,299066,295173,286885,287816,294383,13007,11067,10026,10500,11080,10500,0,3.0
13732,13733,500000,2,1,1,32,-1,-1,-1,-1,0,0,185419,10573,0,282562,288459,293233,10573,0,282562,11000,9572,8928,0,3.0
13769,13770,240000,1,2,2,67,0,0,0,0,0,0,508581,471796,468202,442401,419209,425061,17389,80167,15167,16000,13133,196084,0,3.0
13781,13782,270000,2,2,2,30,0,0,0,0,0,0,280435,276971,225836,219426,210514,180129,13600,8000,7000,10000,7000,10000,0,3.0
13782,13783,380000,1,1,1,49,2,0,0,0,0,0,380933,380703,356474,308948,547880,309322,14651,12238,13479,13532,12015,11525,1,3.0
13835,13836,460000,1,1,1,41,0,0,0,0,0,0,321987,318546,316330,325874,325857,327232,12000,12850,16700,11200,12000,11080,0,3.0
13842,13843,250000,1,2,2,45,2,0,0,0,0,0,237510,241605,240337,242803,240521,245310,9076,9007,9031,9000,10011,9008,1,3.0
13863,13864,520000,2,3,1,41,-2,-2,-1,0,0,0,7322,2728,385425,387189,395445,402289,2728,415552,14000,14005,14000,15200,0,3.0
13867,13868,380000,2,1,1,31,0,0,0,0,2,0,225905,225515,227387,197959,194710,199300,11000,9000,15000,0,8000,8000,0,3.0
13880,13881,500000,2,1,2,32,0,0,0,0,0,0,298809,304686,307591,312314,318647,325369,12475,12650,11354,11545,12000,11000,1,3.0
13915,13916,420000,2,2,1,50,0,0,0,0,0,0,405779,412684,411394,277995,249697,258353,16000,15000,182781,99000,13000,35000,0,3.0
13916,13917,390000,2,1,2,35,0,0,0,0,0,0,245997,243904,244361,243287,247613,246330,10800,9110,10000,9200,9000,15000,1,3.0
13963,13964,480000,2,2,2,39,0,0,0,0,0,0,502904,481990,476680,402695,362128,347271,180000,17000,12638,12058,11101,9567,0,3.0
14075,14076,250000,1,2,2,42,0,0,0,0,0,0,212787,218035,223068,228051,233072,237879,9000,9000,9000,9000,9000,9000,0,3.0
14083,14084,600000,1,2,1,50,0,0,0,0,0,0,225274,230414,237135,241033,246081,250971,8773,10561,8629,8934,8984,9306,1,3.0
14093,14094,500000,2,1,1,45,0,0,0,0,0,0,193083,210013,218508,230776,245546,255905,21507,15020,20007,20007,15912,26402,0,3.0
14116,14117,550000,2,1,2,28,0,0,0,0,0,0,257553,251236,246572,240595,237968,220199,12036,9071,8022,6797,7095,6469,0,3.0
14194,14195,340000,2,1,2,42,0,0,0,0,0,0,374245,357516,334316,307974,318240,289763,15917,10126,1000,10521,279000,11000,1,3.0
14250,14251,390000,2,1,1,40,1,-1,0,0,0,0,30245,227123,211996,210100,206462,203201,236533,38142,15152,38097,23080,15055,0,3.0
14266,14267,290000,2,2,1,37,0,0,0,0,0,0,277449,271080,280510,198869,222558,134187,52000,40504,20000,30003,15004,4012,0,3.0
14275,14276,500000,2,2,1,42,0,0,0,0,0,0,431195,440304,341673,76519,77223,76684,17624,14783,3000,3000,2853,2385,0,3.0
14289,14290,500000,2,2,1,37,0,0,0,0,0,0,207205,208827,203696,201655,202938,202136,9755,7414,6940,7299,8021,19384,0,3.0
14296,14297,290000,2,2,1,27,0,0,0,0,-1,0,284298,281970,276346,0,281225,288652,14013,16346,0,281225,11787,12020,0,3.0
14300,14301,700000,2,1,1,36,0,0,0,0,0,0,450827,389039,328316,325968,271596,286805,13000,11939,10312,20004,20000,20000,0,3.0
14307,14308,500000,2,3,2,49,0,0,0,0,0,0,207406,207479,211508,223660,228014,223940,15000,10000,23660,20000,13940,26542,0,3.0
14343,14344,360000,2,2,1,27,0,0,0,0,0,0,241584,249687,250227,123146,101486,93700,124900,6850,4129,5000,2790,2000,0,3.0
14355,14356,200000,1,2,1,40,1,2,2,0,-1,0,303719,268163,228720,234177,201490,190721,5133,0,5857,202076,6726,5346,0,3.0
14441,14442,260000,1,1,3,41,0,0,0,0,0,0,253795,253126,253218,249770,243277,240576,9269,9090,9034,8521,10067,8100,0,3.0
14444,14445,490000,1,1,2,28,0,0,0,0,0,0,422483,430538,392670,390031,396687,404885,15358,15049,14500,14000,15021,10664,0,3.0
14500,14501,240000,2,2,1,29,0,0,2,2,2,0,198128,211417,206386,219111,211373,211215,16500,0,16007,7,8229,7621,1,3.0
14513,14514,460000,2,1,1,43,-2,-2,-1,0,0,0,323408,261444,309622,297039,258056,188083,5229,580464,80017,31017,27,38700,0,3.0
14529,14530,240000,1,3,1,38,0,0,0,0,0,0,230131,216824,219487,151295,228276,233079,8500,6900,6000,80000,8600,9000,0,3.0
14553,14554,450000,1,2,2,30,0,0,0,0,0,0,610723,555086,497132,514249,462666,472480,20200,18000,25135,432130,17000,20000,1,3.0
14564,14565,500000,1,1,2,30,0,0,0,0,0,0,449733,425268,489942,437809,409337,406573,20120,120063,40000,12389,12000,10000,0,3.0
14588,14589,280000,1,1,1,50,3,5,4,3,2,0,327918,321476,314931,176439,154010,134334,0,0,500,0,6267,2257,0,3.0
14604,14605,280000,2,2,1,42,-1,0,0,0,0,0,256675,253682,260274,153516,156830,152045,13000,11000,8000,5866,8000,5616,0,3.0
14726,14727,290000,2,2,1,35,0,0,0,2,0,0,260698,267453,278924,235368,232117,230763,11019,20326,44,10035,10034,10062,0,3.0
14768,14769,440000,1,1,2,30,-2,-2,-2,-2,-2,-2,390512,200426,170209,136020,101744,78482,10063,7784,4632,3458,2671,2027,0,3.0
14806,14807,340000,2,1,1,62,0,0,0,0,0,0,509365,522309,534137,466565,466774,471573,20309,20137,16565,16774,21573,21000,0,3.0
14819,14820,320000,1,2,2,36,0,0,2,0,0,0,289508,302561,283356,275361,268871,256974,21041,1514,9122,9518,9209,10213,0,3.0
14837,14838,500000,1,1,2,40,0,0,0,0,0,0,353356,320704,321094,317546,279250,239172,17000,11684,15000,8995,9457,10000,0,3.0
14853,14854,290000,1,2,1,39,0,0,0,0,0,0,209265,215887,220787,223810,228043,234257,10000,10000,8165,9000,10000,7010,0,3.0
14866,14867,420000,1,1,1,60,0,0,0,0,0,0,195379,198147,200431,200252,202789,205082,8003,7529,10005,8015,10018,7715,0,3.0
14924,14925,280000,2,2,1,38,0,0,0,0,0,0,237821,223180,237301,201226,207802,219281,11000,20000,10000,10000,15000,10000,0,3.0
14987,14988,380000,2,2,2,41,0,0,0,0,0,0,302130,266160,236316,224029,224022,225978,10018,10000,15000,30000,30251,20000,0,3.0
15014,15015,410000,1,2,2,39,0,0,0,0,0,0,335938,328323,321091,274957,268891,262570,14000,13014,30000,12000,10000,9040,0,3.0
15054,15055,470000,1,2,1,35,0,0,0,0,0,0,170812,172332,177566,182074,183417,185608,6500,8000,9000,7000,8000,8000,1,3.0
15066,15067,420000,1,1,2,39,0,0,0,0,0,0,403552,390237,368259,344875,338552,345971,13703,15581,13000,12000,13000,12013,0,3.0
15075,15076,520000,1,1,2,34,0,0,0,0,0,0,203647,185853,178531,170915,162864,155297,6501,7001,5989,5701,6001,6001,0,3.0
15080,15081,500000,1,1,2,38,0,-1,-1,0,0,0,130700,15785,154653,450497,425957,298509,15785,154653,338394,16000,500,19999,0,3.0
15118,15119,370000,1,2,1,55,0,0,0,0,0,0,360546,369909,370605,366054,310869,311284,15901,13603,13500,11014,12024,16027,0,3.0
15120,15121,300000,1,3,1,61,0,0,0,0,0,0,269781,275773,282818,289012,123239,123812,10001,11001,12001,10001,5001,5001,0,3.0
15124,15125,490000,1,2,1,50,0,0,0,0,0,0,208353,205873,210880,215628,217883,223541,10000,10000,10000,10000,10000,8000,0,3.0
15139,15140,410000,1,2,1,63,0,0,0,0,0,0,429392,425895,411492,371539,308888,240970,15120,16284,16524,10320,8525,6739,1,3.0
15149,15150,290000,2,3,2,29,0,0,0,0,0,0,279804,279377,283202,283401,285291,287510,10000,11000,10000,10000,11000,11000,0,3.0
15191,15192,220000,2,2,2,28,0,0,0,0,0,0,224166,219085,213888,215125,216543,217390,8200,7729,9207,7917,7911,8203,0,3.0
15223,15224,460000,2,2,2,35,0,0,0,0,0,0,442291,449790,450047,453770,396600,392879,16000,17610,17500,13810,14100,14520,1,3.0
15254,15255,260000,2,2,2,26,0,0,0,0,0,0,217735,222109,220219,206666,185282,167161,9553,7893,9241,7106,6506,6240,0,3.0
15262,15263,240000,2,2,2,29,0,0,0,0,0,0,238225,243044,239228,243318,195320,196664,9000,10500,10000,7000,7300,7439,0,3.0
15284,15285,490000,2,1,2,41,0,0,0,0,0,0,250970,255009,248203,101770,63192,64720,10000,11547,4600,2000,2000,2000,0,3.0
15316,15317,420000,2,1,1,45,2,0,0,0,0,0,412289,414634,409078,412057,402926,373095,16272,17029,15514,15056,13707,14128,1,3.0
15330,15331,270000,2,2,1,39,0,0,0,0,0,0,161039,164354,167788,339599,174797,180313,6000,6079,6213,12840,8500,8205,0,3.0
15356,15357,440000,2,2,1,33,0,0,0,2,0,0,411970,420142,443407,431200,440000,-6948,15003,30000,0,9000,788,0,0,3.0
15375,15376,500000,2,2,1,33,0,0,0,0,0,0,264479,275025,285034,290002,295756,302149,15000,14500,10370,11000,11000,13000,0,3.0
15382,15383,600000,2,2,1,38,1,2,0,0,0,0,485861,462675,464983,416550,416545,420232,33,15287,14069,15013,15003,15000,0,3.0
15409,15410,140000,2,2,1,48,0,0,0,0,0,0,248822,246595,249664,253418,258909,255232,10000,10200,9000,9000,10000,10000,0,3.0
15421,15422,220000,2,2,1,53,2,0,0,0,0,0,220389,223682,223193,215040,210884,210479,8490,8100,8000,7804,8254,6640,1,3.0
15422,15423,500000,2,1,2,54,0,0,0,0,0,0,260356,253580,239479,200081,185130,168868,18609,9800,6610,6000,6000,5000,0,3.0
15453,15454,260000,1,1,2,27,0,0,0,0,0,0,256324,250666,245741,240132,234520,227149,10000,9000,10340,11500,8042,14000,0,3.0
15528,15529,200000,1,1,2,32,0,0,0,0,0,0,270160,275565,282023,286199,265201,271381,11000,12003,11010,15000,10004,11004,0,3.0
15540,15541,260000,1,2,1,46,0,0,0,0,0,0,57963,262696,247462,252073,195628,199646,247562,9000,8300,6576,7000,7000,0,3.0
15561,15562,480000,1,1,1,43,0,0,0,0,0,0,377420,389573,400693,393892,348733,331930,20000,20000,20005,15000,15000,12000,0,3.0
15567,15568,500000,1,1,2,39,0,0,0,0,0,0,297309,290425,286959,278420,291642,286666,10322,13500,10000,30000,12000,10000,0,3.0
15573,15574,260000,1,3,1,63,0,0,0,0,0,2,261326,264126,244115,248831,263528,258973,9166,9001,9061,19155,1,9858,0,3.0
15582,15583,350000,1,1,1,56,0,0,0,0,0,0,257463,256706,257944,149040,144639,139558,10023,7700,5162,5025,5041,5061,0,3.0
15586,15587,240000,1,1,2,57,0,0,0,0,0,0,224041,238077,245387,248945,224776,11567,18800,12000,10000,20019,3000,9000,0,3.0
15593,15594,600000,1,1,1,53,2,2,2,0,0,0,458652,467150,458862,469703,447130,440982,17000,0,18000,16000,16000,21000,1,3.0
15639,15640,270000,2,2,1,32,2,0,0,0,0,0,276339,264141,270573,275560,243792,251098,11000,12000,11000,8700,11077,34000,0,3.0
15652,15653,290000,2,2,2,41,0,0,0,0,0,0,268498,272517,275748,277300,209747,212027,10000,12000,8000,7000,7000,5000,0,3.0
15722,15723,250000,1,2,1,44,0,0,0,0,0,0,254933,244433,249882,248013,99071,98928,8754,10866,5592,2212,2565,2156,0,3.0
15870,15871,360000,2,2,2,28,0,0,0,0,0,0,264971,257086,253407,259551,265149,340930,9043,8847,10000,10000,80016,15000,0,3.0
15984,15985,240000,2,2,2,48,0,0,0,0,0,0,234312,231407,233781,220150,190170,194018,9454,10128,8012,6500,7000,7000,1,3.0
15994,15995,220000,2,1,1,36,0,0,0,0,0,0,215979,210475,216513,196219,200117,204312,7800,9639,7123,7162,7419,7462,0,3.0
16030,16031,570000,2,1,2,30,0,0,0,-1,0,-1,323085,303794,243673,74003,57763,50852,50468,33372,74085,290,51107,41791,0,3.0
16051,16052,500000,2,1,1,39,0,0,0,0,0,0,418958,439432,440324,440565,440050,438953,39432,20000,20000,20000,20000,20000,0,3.0
16093,16094,290000,2,1,2,35,0,0,0,0,0,0,190453,194303,197076,197488,196976,196579,8100,7000,8400,7000,7500,7500,0,3.0
16112,16113,370000,2,2,1,45,0,0,0,0,0,2,155124,162526,168389,338660,221808,222304,10000,10000,10000,114000,10000,0,0,3.0
16148,16149,360000,2,2,2,41,0,0,0,0,0,0,352538,360648,339204,282520,290521,27792,14152,15000,15000,15004,5071,5168,1,3.0
16201,16202,400000,2,2,1,43,0,0,0,0,0,0,398711,407664,186081,189987,193824,201699,17000,7000,7000,7000,11000,10000,0,3.0
16231,16232,480000,2,2,2,34,0,0,0,0,0,0,489305,479927,471639,375196,285319,209218,18231,20010,13013,11209,9010,162510,1,3.0
